"text","category","language"
"The resort offered a free airport pickup this time.","Travel","English"
"There's a warmth in my heart I haven't felt in ages.","Mood","English"
"My knees pop loudly whenever I climb stairs now.","Health","English"
"Subah se aansu rok ke rakhe hain kisi tarah.","Mood","Hinglish"
"Everything is irritating me more than it should today.","Mood","English"
"The scenic drive through the mountains took longer than expected.","Travel","English"
"I want to explore the hill station before the season ends.","Travel","English"
"Haath uthate waqt kandhe se click ki awaaz aati hai.","Health","Hinglish"
"Aaj raat ek shant si achievement ka ehsaas ho raha hai.","Mood","Hinglish"
"Das minute tak counter pe staff ne dhyan hi nahi diya.","Complaint","Hinglish"
"Where can I get a clearer explanation of this process?","General","English"
"My team is discussing the new project roadmap right now.","Work/Office","English"
"Is topic pe aur details ke liye kahan jau?","General","Hinglish"
"Office jaate waqt gaadi mein jee michalta hai aajkal.","Health","Hinglish"
"I spent the whole day in back-to-back review meetings.","Work/Office","English"
"Form bharne ke baad kahan submit karna hai?","General","Hinglish"
"Aaj workout ke baad lag raha hai kuch bhi ruk nahi sakta mujhe.","Mood","Hinglish"
"Verification process mein aam taur pe kitna time lagta hai?","General","Hinglish"
"Initial application ke baad kaunse steps aate hain?","General","Hinglish"
"Is weekend ek extra shift mein pull ho gaya hoon.","Work/Office","Hinglish"
"Andar hi andar ek tanaav badhta ja raha hai aajkal.","Mood","Hinglish"
"Mera pura badan tut raha hai aaj.","Health","Hinglish"
"I booked a homestay instead of a regular hotel this time.","Travel","English"
"Team sprint goal se kuch tasks peeche reh gayi.","Work/Office","Hinglish"
"Manager ne bola report dopahar tak table pe chahiye.","Work/Office","Hinglish"
"How do I go about updating this information?","General","English"
"Kharab mausam ki wajah se ferry late ho gayi.","Travel","Hinglish"
"I ordered a blue jacket and received a red one instead.","Complaint","English"
"Jo cheezein pehle pasand thi unse ab dur sa feel ho raha hai.","Mood","Hinglish"
"Bheed mein bhi bahut akela feel ho raha hai aajkal.","Mood","Hinglish"
"Aisi cheez ka general timeline kya hota hai?","General","Hinglish"
"My eyelids feel heavy and tired, haven't slept well.","Health","English"
"Meri request gayi hai ya nahi, kaise confirm karu?","General","Hinglish"
"Naak bahar rahi hai aur chheenkein ruk hi nahi rahi.","Health","Hinglish"
"Aaj raat ek ajeeb sa sukoon chha gaya hai.","Mood","Hinglish"
"Is quarter do departments mein reorganization ho rahi hai.","Work/Office","Hinglish"
"The product stopped working within two days of purchase.","Complaint","English"
"There's a heaviness in my chest I can't explain.","Mood","English"
"Delivery window ek hi din mein teen baar badal diya gaya.","Complaint","Hinglish"
"Sab kuch bekaar sa lag raha hai, wajah samajh nahi aa rahi.","Mood","Hinglish"
"Leave pe jaane se pehle apne tasks handover karne hain.","Work/Office","Hinglish"
"Performance review cycle agle Monday se shuru ho raha hai.","Work/Office","Hinglish"
"How does the referral program actually function?","General","English"
"Din khatam hone tak timesheet submit karni hai.","Work/Office","Hinglish"
"Airport jaane se pehle online check-in karna hai.","Travel","Hinglish"
"There's a tingling sensation running down my arm.","Health","English"
"Finalize karne se pehle isko preview karne ka koi tareeka hai kya?","General","Hinglish"
"Quarterly review meeting Friday tak shift ho gayi hai.","Work/Office","Hinglish"
"The train ticket got cancelled automatically due to waitlist.","Travel","English"
"Kal manager ke saath one-on-one schedule hai.","Work/Office","Hinglish"
"I've been assigned three new tasks before the sprint ends.","Work/Office","English"
"I booked a window seat for the long flight ahead.","Travel","English"
"We're planning a road trip along the coast next month.","Travel","English"
"Bus raste mein hi kharab ho gayi.","Travel","Hinglish"
"Itni subah airport asamanya roop se shant tha.","Travel","Hinglish"
"How do I navigate to the settings section?","General","English"
"I feel so proud of what I managed to pull off.","Mood","English"
"Yeh dono features ek doosre se kaise alag hain?","General","Hinglish"
"Kalai mud gayi thi, pen pakadne mein bhi dard ho raha hai.","Health","Hinglish"
"Cab app pe normal se bahut zyada wait time dikha.","Travel","Hinglish"
"We reached the hotel way past midnight after the delay.","Travel","English"
"Airport se hotel tak transport arrange karna hai.","Travel","Hinglish"
"Customer support baar baar call transfer kar raha hai, solve kuch nahi kar raha.","Complaint","Hinglish"
"Mujhe kisi aur ka order bhej diya gaya mere order ki jagah.","Complaint","Hinglish"
"Woh purana gaana sunkar ajeeb si yaadein taaza ho gayi.","Mood","Hinglish"
"Lagta hai koi bhi meri baat samajhta hi nahi hai.","Mood","Hinglish"
"Aaj chhoti chhoti baatein bhi zyada irritate kar rahi hain.","Mood","Hinglish"
"Hotel ne extra fees liye jo pehle bataye hi nahi gaye the.","Complaint","Hinglish"
"There's a code freeze starting tomorrow before the launch.","Work/Office","English"
"The project got delayed because of a resourcing issue.","Work/Office","English"
"I've lost my sense of smell since yesterday.","Health","English"
"I've had cold sweats waking me up at odd hours.","Health","English"
"I woke up with my eye completely swollen shut.","Health","English"
"Manager ne Friday ko remote work karne ki approval de di.","Work/Office","Hinglish"
"Yeh bechaini rukne ka naam hi nahi le rahi.","Mood","Hinglish"
"The manager refused to even hear out my complaint.","Complaint","English"
"Teen hafte ho gaye, refund abhi tak nahi aaya hai.","Complaint","Hinglish"
"Galat invoice bheja hai unhone, ab overcharge ho raha hai mujhse.","Complaint","Hinglish"
"What's the recommended approach for a first-timer?","General","English"
"Aankhon ke peeche halka sa dard bana hua hai.","Health","Hinglish"
"Change request karne mein kya process involve hota hai?","General","Hinglish"
"We're catching an overnight train to save on a day.","Travel","English"
"I've been feeling low-energy and emotionally flat all day.","Mood","English"
"How do I know which category best fits my situation?","General","English"
"I need to finalize the budget numbers before the meeting.","Work/Office","English"
"Extra information request karne ka process kya hai?","General","Hinglish"
"Abhi aisa lag raha hai jaise duniya jeet li ho.","Mood","Hinglish"
"I feel like I'm coming down with something, body aches everywhere.","Health","English"
"Support agent bilkul helpful nahi tha, kaafi dismissive tha.","Complaint","Hinglish"
"Delay ki wajah se hum aadhi raat ke baad hotel pahuche.","Travel","Hinglish"
"Lambi drive mein ek roadside dhaba pe ruke.","Travel","Hinglish"
"My badge stopped working so I had to sign in manually.","Work/Office","English"
"Stomach bug ke baad se bhookh bilkul kam ho gayi hai.","Health","Hinglish"
"I need to check in online before we leave for the airport.","Travel","English"
"Lambe delay ke baad airline ne voucher diya.","Travel","Hinglish"
"Is purpose ke liye sahi form kahan milega?","General","Hinglish"
"Our train got rescheduled to a different platform suddenly.","Travel","English"
"I feel like celebrating, everything just clicked today.","Mood","English"
"I feel genuinely grateful for how things turned out.","Mood","English"
"Naya account link karne ke steps bata sakte ho?","General","Hinglish"
"Last update ke baad se service quality bahut gir gayi hai.","Complaint","Hinglish"
"Agle quarter mein naya system roll out karenge.","Work/Office","Hinglish"
"The food arrived cold and completely different from the menu photo.","Complaint","English"
"I've had a persistent tickle in my throat all day.","Health","English"
"Where can I check what's required for this step?","General","English"
"What's the typical process for getting this activated?","General","English"
"The chat support just keeps sending automated, unhelpful replies.","Complaint","English"
"There's a training session scheduled for the whole department.","Work/Office","English"
"Feeling nauseous on the drive to work today.","Health","English"
"I've been asked to mentor the new intern this week.","Work/Office","English"
"I'm preparing talking points for the client presentation tomorrow.","Work/Office","English"
"Toll bachane ka sabse acha route dhundh raha hoon.","Travel","Hinglish"
"I keep feeling this dull ache of loneliness in the evenings.","Mood","English"
"Zyada der khade rehne se ghutno mein kamzori aa jaati hai.","Health","Hinglish"
"I got roped into an extra shift this weekend.","Work/Office","English"
"Team ke saath share karne ke liye meeting notes compile kar raha hoon.","Work/Office","Hinglish"
"There's a review of last quarter's numbers happening today.","Work/Office","English"
"Drive ka scenic overlook detour lene laayak tha.","Travel","Hinglish"
"We stopped at a roadside dhaba during the long drive.","Travel","English"
"Payment ho jaane ke baad bhi order confirmation aaya hi nahi.","Complaint","Hinglish"
"Customer care executive ne beech baat mein hi call kaat di.","Complaint","Hinglish"
"There's a reorganization happening across two departments this quarter.","Work/Office","English"
"Pichle hafte wali sardi puri tarah theek hi nahi ho rahi.","Health","Hinglish"
"Setup complete karne ke liye kaunse steps follow karne hain?","General","Hinglish"
"We spent the whole afternoon sightseeing around the old town.","Travel","English"
"I've been feeling really down without any clear reason.","Mood","English"
"My manager asked for a risk assessment before we proceed.","Work/Office","English"
"I'm juggling two projects with overlapping deadlines this week.","Work/Office","English"
"My hands were shaking before the interview started.","Mood","English"
"My shoulder clicks painfully every time I raise my arm.","Health","English"
"I need to loop in the design team before finalizing this.","Work/Office","English"
"I forgot to print my boarding pass before leaving home.","Travel","English"
"How do I update my contact details on the account?","General","English"
"Mujhse ek hi order ka do baar paisa kaat liya gaya.","Complaint","Hinglish"
"I need to book a cab in advance for the airport drop.","Travel","English"
"Transaction ke beech website baar baar logout kar deti hai.","Complaint","Hinglish"
"Is hafte sabhi departments mein security audit ho raha hai.","Work/Office","Hinglish"
"Something lifted off my shoulders today, I feel lighter.","Mood","English"
"Bina koi warning diye subscription automatically renew ho gaya.","Complaint","Hinglish"
"The IT team is rolling out a system update tonight.","Work/Office","English"
"The customer care executive hung up on me mid-conversation.","Complaint","English"
"Our train compartment was surprisingly empty this time.","Travel","English"
"My manager gave feedback on the draft I sent yesterday.","Work/Office","English"
"Aaj dost pe bina wajah chilla diya, bura lag raha hai.","Mood","Hinglish"
"Ghar se nikalte waqt boarding pass print karna bhool gaya.","Travel","Hinglish"
"I've been holding back tears all morning.","Mood","English"
"Connecting flights ke bajaye direct flight dhundh raha hoon.","Travel","Hinglish"
"How do I check which version I'm currently using?","General","English"
"Naye department structure ke liye org chart finalize kar raha hoon.","Work/Office","Hinglish"
"I feel like crying but I don't even know why.","Mood","English"
"I need to submit a leave request for next week.","Work/Office","English"
"Aaj chaal mein ek ajeeb si bounce hai, samajh nahi aa raha kyun.","Mood","Hinglish"
"Aaj subah ajeeb tarah se sabse shanti mehsoos hui.","Mood","Hinglish"
"Chakkar aa raha hai jab bhi khada hota hoon.","Health","Hinglish"
"Ek hi position mein sone se gardan akad gayi hai.","Health","Hinglish"
"The company keeps blaming the courier instead of resolving the issue.","Complaint","English"
"I've been unusually short-tempered the past few days.","Mood","English"
"Our cab got stuck behind a huge traffic jam near the mall.","Travel","English"
"How does the whole verification thing usually work?","General","English"
"Gym ke baad muscles itne sore hain ki chalna mushkil hai.","Health","Hinglish"
"I feel a quiet joy just sitting here doing nothing.","Mood","English"
"Bukhar sa lag raha hai, thand lag rahi hai.","Health","Hinglish"
"What's the standard procedure for this kind of situation?","General","English"
"The support agent was unhelpful and honestly quite dismissive.","Complaint","English"
"Khana skip karne par sar ghumne lagta hai.","Health","Hinglish"
"We booked an early morning flight to avoid the crowds.","Travel","English"
"Yeh ho jaane ke baad usually agla step kya hota hai?","General","Hinglish"
"The ferry got delayed because of rough weather conditions.","Travel","English"
"Nothing seems to bring me joy lately.","Mood","English"
"Do mahino se lagatar double billing ho rahi hai mujhse.","Complaint","Hinglish"
"Ek hafte se lagatar thakan bani hui hai.","Health","Hinglish"
"Item 'in stock' dikhaya gaya tha par ship kabhi hua hi nahi.","Complaint","Hinglish"
"I feel oddly nostalgic listening to that old song.","Mood","English"
"What's the process to get this reviewed further?","General","English"
"My account statement shows charges I never authorized.","Complaint","English"
"How does the whole process typically unfold?","General","English"
"I have to submit expense reports before the month closes.","Work/Office","English"
"Sabse disconnect sa feel ho raha hai aajkal.","Mood","Hinglish"
"Isko sahi tarike se set up karne mein kya involve hota hai?","General","Hinglish"
"I've been irritable with everyone around me this week.","Mood","English"
"How can I confirm whether my request went through?","General","English"
"How does this compare to the older version?","General","English"
"The office internet has been down since this morning.","Work/Office","English"
"The release got postponed due to failed test cases.","Work/Office","English"
"My complaint ticket has been open for weeks with no update.","Complaint","English"
"Is website pe password reset kaise karte hain?","General","Hinglish"
"Where can I check the latest updates about this?","General","English"
"Hold pe rakh kar aakhir mein call hi disconnect kar diya unhone.","Complaint","Hinglish"
"Account pe apne contact details kaise update karu?","General","Hinglish"
"Isse finalize karne se pehle design team ko loop mein lena hai.","Work/Office","Hinglish"
"Jo replacement bheja gaya usme bhi wahi purani defect hai.","Complaint","Hinglish"
"Subah se ek issue debug karne mein atka hua hoon.","Work/Office","Hinglish"
"The road trip got cut short because of heavy rainfall.","Travel","English"
"Yeh term ka exact matlab clarify kar sakte ho?","General","Hinglish"
"I'm packing light this time to avoid extra baggage fees.","Travel","English"
"My order has been stuck at 'processing' for over a week now.","Complaint","English"
"The item smelled strongly of chemicals straight out of the box.","Complaint","English"
"Mujhe kaunsa option sahi rahega, kaise pata karu?","General","Hinglish"
"My performance goals for this quarter got revised yesterday.","Work/Office","English"
"Sab pack karne se pehle baggage allowance check kar raha hoon.","Travel","Hinglish"
"Mera luggage carousel pe aaya hi nahi.","Travel","Hinglish"
"Aaj subah airport security mein bahut waqt lag gaya.","Travel","Hinglish"
"Client ne go-live date do hafte aage badha di hai.","Work/Office","Hinglish"
"Manager ne kal bheje draft pe feedback diya hai.","Work/Office","Hinglish"
"I have back-to-back client calls all afternoon today.","Work/Office","English"
"The delivery was left at the wrong address entirely.","Complaint","English"
"Interview se pehle haath kaanp rahe the mere.","Mood","Hinglish"
"I feel a fluttering nervousness thinking about the results.","Mood","English"
"Sabhi available features explain karta hua koi manual hai kya?","General","Hinglish"
"Can you guide me on filling out this section correctly?","General","English"
"I'm coordinating with three different teams for this release.","Work/Office","English"
"I threw up twice after lunch and still feel queasy.","Health","English"
"First-timer ke liye recommended approach kya hai?","General","Hinglish"
"Working from home has made my mornings a lot calmer.","Work/Office","English"
"Aakhri local train miss ho gayi, cab leni padi.","Travel","Hinglish"
"Bina kisi wajah ke bahut down feel ho raha hoon.","Mood","Hinglish"
"Nikalne se pehle visa requirements double check kar raha hoon.","Travel","Hinglish"
"Our trip to the lake district got postponed by a week.","Travel","English"
"They promised a callback within 24 hours and it never came.","Complaint","English"
"Ek conflict ki wajah se apna one-on-one reschedule karna pada.","Work/Office","Hinglish"
"Hotel ke paas waali jagah pe table reserve karni hai.","Travel","Hinglish"
"Premium features ka paisa liya jo kabhi kaam hi nahi kiya.","Complaint","Hinglish"
"Store manager ne issue uthaane par bhi dismissive rawaiya dikhaya.","Complaint","Hinglish"
"Kuch bhi khaao, pait fula fula sa lagta hai aajkal.","Health","Hinglish"
"The seller is completely unresponsive to my messages.","Complaint","English"
"Can you clarify what this term means exactly?","General","English"
"How do I check the status of my request?","General","English"
"What's the standard response time for such queries?","General","English"
"I feel jittery and can't sit still today.","Mood","English"
"Ek price quote kiya tha, bilkul alag amount bill kar diya.","Complaint","Hinglish"
"Time pe cancel karne ke baawajood cancellation fee le liya.","Complaint","Hinglish"
"I paid for express delivery and it still took ten days.","Complaint","English"
"Manager is hafte out hain isliye approvals late ho rahe hain.","Work/Office","Hinglish"
"I still haven't packed for tomorrow's early flight.","Travel","English"
"Our bus got stuck at a checkpoint for almost an hour.","Travel","English"
"Kal tak appraisal self-assessment pe feedback chahiye.","Work/Office","Hinglish"
"Sar ghumate hi chakkar sa aa jaata hai kabhi kabhi.","Health","Hinglish"
"Manager ne aaj dopahar ek achanak sync rakh diya hai.","Work/Office","Hinglish"
"I can't seem to shake this cough, it's been days.","Health","English"
"Aaj subah ek urgent bug fix mein pull ho gaya.","Work/Office","Hinglish"
"Abhi lag raha hai poori duniya ko sambhal sakta hoon.","Mood","Hinglish"
"I've had a scratchy voice since the weather changed.","Health","English"
"Order ek hafte se 'processing' pe hi atka hua hai.","Complaint","Hinglish"
"I keep feeling anxious about things that haven't even happened.","Mood","English"
"There's an unshakable tension building inside me lately.","Mood","English"
"Client ne proposal mein Thursday se pehle changes maange hain.","Work/Office","Hinglish"
"Box se nikalte hi item se tez chemical smell aa rahi thi.","Complaint","Hinglish"
"Meri complaint char baar reassign ho chuki hai bina kisi progress ke.","Complaint","Hinglish"
"Tonsils sujhe hue hain, nigalne mein dard hota hai.","Health","Hinglish"
"Guide ne humein purane shehar ke bazaar mein ghumaya.","Travel","Hinglish"
"Agle hafte se shuru ho rahe annual audit ki prep karni hai.","Work/Office","Hinglish"
"My throat is so sore I can barely talk.","Health","English"
"I feel so much lighter after talking it out with someone.","Mood","English"
"Aaj poore din client calls back to back lagi hain.","Work/Office","Hinglish"
"Aaj raat IT team system update roll out karegi.","Work/Office","Hinglish"
"What's involved in getting this properly set up?","General","English"
"Poori dopahar purane sheher mein ghumne mein nikal gayi.","Travel","Hinglish"
"Aaj kandho se jaise ek bojh utar gaya, halka lag raha hai.","Mood","Hinglish"
"Layover kaatne ke liye airport lounge kaafi acha tha.","Travel","Hinglish"
"Agle mahine se office hybrid schedule pe shift ho raha hai.","Work/Office","Hinglish"
"The item I received looks nothing like what was advertised.","Complaint","English"
"How do I locate the section related to this topic?","General","English"
"My manager wants a recap email after every client call now.","Work/Office","English"
"They never delivered the free gift that was promised with purchase.","Complaint","English"
"I booked a cab for five in the morning to catch the flight.","Travel","English"
"Pahadi raaste poori drive mein kohre se dhake rahe.","Travel","Hinglish"
"There's an all-hands meeting happening at the end of the week.","Work/Office","English"
"Kal ki review mein budget overrun justify karna hoga.","Work/Office","Hinglish"
"Aisi situation mein standard procedure kya hota hai?","General","Hinglish"
"First-time users ke liye koi guide available hai kya?","General","Hinglish"
"Rona aa raha hai par wajah bhi pata nahi hai.","Mood","Hinglish"
"The quality is nowhere near what was shown in the pictures.","Complaint","English"
"I feel so overwhelmed I don't know where to start.","Mood","English"
"I feel completely burnt out mentally right now.","Mood","English"
"Pait mein ek lagatar tension ka gola sa bana hua hai.","Mood","Hinglish"
"I've had a runny nose and sneezing fits all morning.","Health","English"
"The gadget stopped charging just a week after I bought it.","Complaint","English"
"I have to justify the budget overrun in tomorrow's review.","Work/Office","English"
"Kuch galat hone ka intezaar karte karte edge par hoon.","Mood","Hinglish"
"Woh project khatam karke lag raha hai kuch bhi kar sakta hoon.","Mood","Hinglish"
"Itna overwhelmed feel ho raha hai ki kahan se shuru karu samajh nahi.","Mood","Hinglish"
"Support team bina kuch pooche hi mera ticket close kar deti hai.","Complaint","Hinglish"
"They still haven't fixed the bug I reported last month.","Complaint","English"
"Aaj subah daudte waqt ankle mud gaya.","Health","Hinglish"
"Har checkout attempt pe 'invalid request' ka error aa raha hai.","Complaint","Hinglish"
"Dil dhak dhak kar raha hai bina kisi wajah ke.","Health","Hinglish"
"The office is running a team-building activity this Friday.","Work/Office","English"
"What's the difference between these two categories?","General","English"
"The airline offered a voucher after the long delay.","Travel","English"
"I'm looking for budget-friendly stays near the beach.","Travel","English"
"Mujh pe kaunsa tier apply hota hai, kaise samjhu?","General","Hinglish"
"Travel agent ne bilkul alag itinerary suggest ki.","Travel","Hinglish"
"There's a nagging soreness across my upper back.","Health","English"
"24 ghante mein callback ka promise kiya tha, aaya hi nahi.","Complaint","Hinglish"
"How do I get access to the archived section?","General","English"
"I feel like I'm carrying the weight of the world.","Mood","English"
"I woke up in an unusually good mood today.","Mood","English"
"Yeh calculation kaise kiya jaata hai, clarify kar sakte ho?","General","Hinglish"
"Kal ki subah wali flight ke liye abhi tak pack nahi kiya.","Travel","Hinglish"
"Poore hafte sabse thoda irritated hi raha hoon.","Mood","Hinglish"
"My complaint got automatically closed without any resolution.","Complaint","English"
"Agle saal ki trip se pehle passport renew karana hai.","Travel","Hinglish"
"The cab driver took a completely wrong route to the airport.","Travel","English"
"Purchase ke saath promise kiya free gift kabhi mila hi nahi.","Complaint","Hinglish"
"They sent the wrong invoice and now I'm being overcharged.","Complaint","English"
"Restaurant aadha khaali hone ke baawajood service bahut slow thi.","Complaint","Hinglish"
"Our hotel was right across from the beach, very convenient.","Travel","English"
"I feel light-headed if I skip a meal now.","Health","English"
"What's the process to request additional information?","General","English"
"My legs feel heavy and my knees keep aching.","Health","English"
"Trip achanak do din aur badh gayi.","Travel","Hinglish"
"My voice went hoarse from all the coughing.","Health","English"
"I'm comparing hotel prices across three different websites.","Travel","English"
"I was misled about the actual price during checkout.","Complaint","English"
"Train itni bheed thi ki poore raste khade rehna pada.","Travel","Hinglish"
"Garam kamre mein bhi kaanp raha hoon thoda.","Health","Hinglish"
"There's a lump near my collarbone I want checked.","Health","English"
"I've had recurring hiccups all afternoon, quite annoying.","Health","English"
"My throat tickles and triggers a coughing fit.","Health","English"
"Connecting flight cancel ho gayi aur ab layover mein phase huye hain.","Travel","Hinglish"
"They never refunded the deposit I paid months ago.","Complaint","English"
"Poori shaam se ek udaasi chhayi hui hai, hat hi nahi rahi.","Mood","Hinglish"
"Nazar thodi der ke liye dhundhli ho gayi thi.","Health","Hinglish"
"Security took forever at the airport this morning.","Travel","English"
"Submit karne ke baad kya hota hai, bata sakte ho?","General","Hinglish"
"Khana khane ke baad seene mein jalan hoti hai.","Health","Hinglish"
"Hamare hotel se harbour ka bahut acha view tha.","Travel","Hinglish"
"I've had heartburn every night this week.","Health","English"
"Ek hi wash mein item ka color fade ho gaya, jo bataya nahi gaya tha.","Complaint","Hinglish"
"Digestion thoda kharab chal raha hai do din se.","Health","Hinglish"
"Poora din back to back review meetings mein nikal gaya.","Work/Office","Hinglish"
"My lower back locks up whenever I sit too long.","Health","English"
"Product pehli baar use karte hi tut gaya.","Complaint","Hinglish"
"The travel agent suggested a completely different itinerary.","Travel","English"
"The team is short one developer for this sprint.","Work/Office","English"
"I feel a strange mix of excitement and dread about tomorrow.","Mood","English"
"Kai hafton baad sach mein sukoon feel ho raha hai.","Mood","Hinglish"
"System outage se poori team ka kaam ruka hua hai.","Work/Office","Hinglish"
"My mood swings have been all over the place lately.","Mood","English"
"Flight attendant ne mausam ki wajah se delay announce ki.","Travel","Hinglish"
"They kept me on hold and then disconnected the call entirely.","Complaint","English"
"I've had chills on and off all afternoon.","Health","English"
"I keep getting disconnected every time I try to reach an agent.","Complaint","English"
"Trip khatam hone se pehle return tickets confirm karni hain.","Travel","Hinglish"
"Where should I look to understand this better?","General","English"
"I need to coordinate the handover with the outgoing employee.","Work/Office","English"
"I forgot to log my hours for the past two days.","Work/Office","English"
"Work from home ki wajah se subah ab shanti se guzarti hai.","Work/Office","Hinglish"
"Manager ne meri complaint sunne se hi mana kar diya.","Complaint","Hinglish"
"Is baar resort ne free airport pickup offer kiya.","Travel","Hinglish"
"The trip got extended by two extra days unexpectedly.","Travel","English"
"Khud se hi chup chap frustrated hoon poore din se.","Mood","Hinglish"
"I feel like I'm running on empty emotionally.","Mood","English"
"We're driving down for the weekend instead of flying.","Travel","English"
"Aaj sab kuch halka halka sa lag raha hai, jaise bojh utar gaya.","Mood","Hinglish"
"Ek ajeeb sa dar mann mein ghar kar gaya hai jiski wajah pata nahi.","Mood","Hinglish"
"Zyada der baithne se peeth jam si jaati hai.","Health","Hinglish"
"Kal ke liye bahut excited hoon, ruka hi nahi ja raha.","Mood","Hinglish"
"Station pahuchte pahuchte train nikal hi gayi.","Travel","Hinglish"
"Mahino pehle diya deposit abhi tak refund nahi hua.","Complaint","Hinglish"
"Usually kaunse documents required hote hain, bata sakte ho?","General","Hinglish"
"Technician ne problem theek karne ki jagah aur bigaad diya.","Complaint","Hinglish"
"Is there an easier way to complete this step?","General","English"
"How do I download my previous statements?","General","English"
"Kandha mein muscle pull ho gaya heavy saman uthate waqt.","Health","Hinglish"
"There's a persistent itch on my scalp that won't quit.","Health","English"
"The service quality has gone downhill since the last update.","Complaint","English"
"I feel dizzy whenever I stand up too fast.","Health","English"
"Is registration ko complete karne ke steps kya hain?","General","Hinglish"
"I checked the weather before deciding on the destination.","Travel","English"
"Pait mein ek ajeeb bechaini ka gadha sa bana hua hai.","Mood","Hinglish"
"What's the recommended way to set this up initially?","General","English"
"Is there a way to preview this before finalizing it?","General","English"
"They keep sending promotional emails even after I unsubscribed.","Complaint","English"
"Lake district wali trip ek hafta postpone ho gayi.","Travel","Hinglish"
"Archived section tak access kaise milega?","General","Hinglish"
"What's the best way to reach out for more details?","General","English"
"Poore department ke liye training session rakha gaya hai.","Work/Office","Hinglish"
"Can you point me to the instructions for this setup?","General","English"
"I feel drained just thinking about tomorrow's schedule.","Mood","English"
"The doctor said my sugar levels need watching.","Health","English"
"Weekend trip ke liye abhi hotel book karna baaki hai.","Travel","Hinglish"
"How do I find out more about the upcoming changes?","General","English"
"Flight se bahut pehle hi airport pahuch gaye the.","Travel","Hinglish"
"Adapter bhool gaya tha, airport se hi kharidna pada.","Travel","Hinglish"
"Abhi lag raha hai sab kuch mujh par tut raha hai.","Mood","Hinglish"
"Poore din se hichki aa rahi hai, bahut irritating hai.","Health","Hinglish"
"My digestion has been off the last couple of days.","Health","English"
"I still need to book a hotel for the weekend trip.","Travel","English"
"I keep tearing up at the smallest things lately.","Mood","English"
"There's an unexplainable heaviness weighing on me.","Mood","English"
"The app's new update broke half the features I used regularly.","Complaint","English"
"My chest feels tight whenever I think about the exam.","Mood","English"
"Mausam badalne se aawaz kharash bhari ho gayi hai.","Health","Hinglish"
"What's the difference between these two plans?","General","English"
"The rental company upgraded our car at no extra cost.","Travel","English"
"In dono categories mein kya farak hai?","General","Hinglish"
"I woke up with my whole body feeling sore.","Health","English"
"The client call got rescheduled to early tomorrow morning.","Work/Office","English"
"Hamari flight aakhri waqt teen ghante late ho gayi.","Travel","Hinglish"
"I need to update the project tracker before the review.","Work/Office","English"
"Meri situation ke liye kaunsi category best fit karti hai, kaise pata karu?","General","Hinglish"
"My blood pressure reading was higher than usual today.","Health","English"
"Hafte ke aakhir mein ek all-hands meeting hone wali hai.","Work/Office","Hinglish"
"Hamari train achanak doosre platform pe shift ho gayi.","Travel","Hinglish"
"There's a mandatory compliance training due this week.","Work/Office","English"
"My billing address got mixed up and the order went elsewhere.","Complaint","English"
"Bheed se bachne ke liye subah jaldi wali flight book ki.","Travel","Hinglish"
"Warranty claim baar baar bina wajah reject ho raha hai.","Complaint","Hinglish"
"Coupon apply karte waqt site baar baar error dikhati hai.","Complaint","Hinglish"
"Apne hi vicharon mein doobta ja raha hoon jaise.","Mood","Hinglish"
"Store ne clearly defective product exchange karne se mana kar diya.","Complaint","Hinglish"
"Aur details ke liye contact karne ka best tareeka kya hai?","General","Hinglish"
"Can you explain what these different tiers mean?","General","English"
"Seene mein ajeeb sa pressure feel ho raha hai.","Health","Hinglish"
"I was charged for premium features that never actually worked.","Complaint","English"
"The delivery guy was extremely unprofessional and dismissive.","Complaint","English"
"We're onboarding a new vendor for the upcoming project.","Work/Office","English"
"I booked the earliest possible slot for the ferry crossing.","Travel","English"
"Can you tell me the steps to link a new account?","General","English"
"Manager ab har client call ke baad ek recap email maang rahe hain.","Work/Office","Hinglish"
"We had to rebook our tickets after the schedule changed.","Travel","English"
"Our connecting flight got cancelled and we're stuck at the layover.","Travel","English"
"My refund request has been pending approval for weeks.","Complaint","English"
"There's this constant knot of worry in my stomach.","Mood","English"
"Login karte waqt baar baar wahi error aa raha hai.","Complaint","Hinglish"
"Sar ki khaal mein khujli ruk hi nahi rahi hai.","Health","Hinglish"
"There's a heavy sadness that's settled in since morning.","Mood","English"
"I'm booking the hotel closer to the station this time.","Travel","English"
"Kal ki client presentation ke liye points taiyar kar raha hoon.","Work/Office","Hinglish"
"Mahino pehle cancel kiya service ka paisa phir bhi kaat liya.","Complaint","Hinglish"
"Yahan mentioned terms pe clarification kaise mile?","General","Hinglish"
"Blue jacket order ki thi, red bhej di unhone.","Complaint","Hinglish"
"Where can I read more about how this process works?","General","English"
"I keep getting these sharp twinges in my side.","Health","English"
"How does one go about renewing this membership?","General","English"
"My thoughts feel foggy and I can't focus on anything.","Mood","English"
"Kal swimming ke baad se kaan mein dard hai.","Health","Hinglish"
"I need to hand off my tasks before going on leave.","Work/Office","English"
"I've noticed my heartbeat racing for no reason.","Health","English"
"Is hafte do projects ki deadlines overlap kar rahi hain.","Work/Office","Hinglish"
"I've been running a low-grade temperature all week.","Health","English"
"Every joint in my body seems to ache today.","Health","English"
"My gums have been bleeding when I brush.","Health","English"
